matchId,bowler,runs_conceded,balls_bowled,economy,wickets
336001,R Bhatia,11,6,11.0,1.0
336001,Shoaib Malik,9,6,9.0,0.0
336001,V Sehwag,21,12,10.5,1.0
336001,VY Mahesh,29,26,6.6923076923076925,1.0
336002,A Kumble,28,24,7.0,1.0
336002,B Akhil,39,18,13.0,0.0
336002,DB Ravi Teja,19,12,9.5,1.0
336002,DP Vijaykumar,29,24,7.25,0.0
336002,DW Steyn,18,24,4.5,2.0
336002,JH Kallis,18,8,13.5,0.0
336002,LPC Silva,21,6,21.0,0.0
336002,R Vinay Kumar,26,25,6.24,3.0
336002,RP Singh,15,18,5.0,0.0
336002,SB Bangar,30,24,7.5,1.0
336002,V Kohli,23,23,6.0,2.0
336002,WPUJC Vaas,36,24,9.0,1.0
336002,Y Venugopal Rao,18,6,18.0,0.0
336003,AB Agarkar,25,18,8.333333333333332,0.0
336003,AB Dinda,23,18,7.666666666666666,1.0
336003,DJ Hussey,23,18,7.666666666666666,1.0
336003,Gagandeep Singh,43,24,10.75,1.0
336003,I Sharma,40,25,9.600000000000001,0.0
336003,IK Pathan,17,24,4.25,2.0
336003,JR Hopes,35,18,11.666666666666666,0.0
336003,Mohammad Hafeez,28,18,9.333333333333334,1.0
336003,PP Chawla,16,6,16.0,0.0
336003,S Sreesanth,20,24,5.0,2.0
336003,Umar Gul,25,24,6.25,2.0
336003,VRV Singh,31,24,7.75,1.0
336004,A Nehra,25,24,6.25,3.0
336004,DJ Bravo,27,18,9.0,1.0
336004,DJ Thornely,15,12,7.5,1.0
336004,DS Kulkarni,17,18,5.666666666666666,2.0
336004,GD McGrath,26,24,6.5,0.0
336004,Mohammad Asif,43,24,10.75,1.0
336004,PJ Sangwan,20,25,4.800000000000001,1.0
336004,R Bhatia,22,12,11.0,1.0
336004,RR Raje,13,12,6.5,0.0
336004,SM Pollock,16,24,4.0,2.0
336004,ST Jayasuriya,16,6,16.0,0.0
336004,Shoaib Malik,6,6,6.0,1.0
336004,V Sehwag,2,6,2.0,1.0
336004,VY Mahesh,33,24,8.25,3.0
336005,JA Morkel,2,7,1.7142857142857142,0.0
336005,M Muralitharan,14,24,3.5,1.0
336005,M Ntini,17,18,5.666666666666666,0.0
336005,MM Patel,16,24,4.0,2.0
336005,MS Gony,25,18,8.333333333333332,0.0
336005,S Vidyut,21,12,10.5,1.0
336005,SK Raina,10,8,7.5,0.0
336005,SK Trivedi,17,12,8.5,0.0
336005,SK Warne,29,18,9.666666666666668,1.0
336005,SR Watson,17,24,4.25,1.0
336005,Sohail Tanvir,14,24,3.5,6.0
336005,YK Pathan,9,12,4.5,0.0
336006,A Kumble,34,20,10.2,0.0
336006,DW Steyn,14,24,3.5,0.0
336006,Gagandeep Singh,28,18,9.333333333333334,0.0
336006,IK Pathan,12,20,3.5999999999999996,1.0
